video_id,video_title,channel_name,keyword_used,comment_id,author,comment_text,language,published_at,like_count,is_reply,parent_comment_id
qG_awuQqoVA,TDP రాజ్యసభ సీట్లపై పేర్ని నాని సెటైర్లు #perninani #chandrababu #appolice #ysrcp #ysjagan,Sakshi TV Live,YSRCP,Ugzhnvv48NQE5cokvrZ4AaABAg,@hmam-vg,"నీకెందుకురా బాధకౌ, నీ వైస్సార్సీపీ మొ.... గుడిసి పోయిందిగా.",te,2026-06-08T16:35:22Z,0,False,
qG_awuQqoVA,TDP రాజ్యసభ సీట్లపై పేర్ని నాని సెటైర్లు #perninani #chandrababu #appolice #ysrcp #ysjagan,Sakshi TV Live,YSRCP,UgxXl8TFq2RLIrgDNoJ4AaABAg,@hanumantharao7402,సెటైర్ అదిరింది పో,te,2026-06-08T16:15:15Z,4,False,
qG_awuQqoVA,TDP రాజ్యసభ సీట్లపై పేర్ని నాని సెటైర్లు #perninani #chandrababu #appolice #ysrcp #ysjagan,Sakshi TV Live,YSRCP,Ugz41ezXQKMUEfI-XXx4AaABAg,@Suvarna-u9f,చక్కగా చెప్పావ్ బాసూ..,te,2026-06-08T16:07:54Z,2,False,
qG_awuQqoVA,TDP రాజ్యసభ సీట్లపై పేర్ని నాని సెటైర్లు #perninani #chandrababu #appolice #ysrcp #ysjagan,Sakshi TV Live,YSRCP,UgzPY1-sWR9sds6z-Nl4AaABAg,@ramaraosiddam6693,వాళ్ళ సంక నాకు,te,2026-06-08T15:55:48Z,0,False,
qG_awuQqoVA,TDP రాజ్యసభ సీట్లపై పేర్ని నాని సెటైర్లు #perninani #chandrababu #appolice #ysrcp #ysjagan,Sakshi TV Live,YSRCP,UgyP0HqUllcq9FiwnAh4AaABAg,@KothaVijaya-r6p,నాని గారు మీ గవర్నమెంట్ లో మీరు ఎస్సీలకు ఎంతమందికి ఇచ్చారు రెడ్ లక్కీ ఎంతమందికి  ఇచ్చారు మీరు సామాజిక న్యాయం చేయగలరా,te,2026-06-08T15:36:27Z,0,False,
qG_awuQqoVA,TDP రాజ్యసభ సీట్లపై పేర్ని నాని సెటైర్లు #perninani #chandrababu #appolice #ysrcp #ysjagan,Sakshi TV Live,YSRCP,Ugyx_4LREtXRZpl0WNN4AaABAg,@mallikharjuanaraovedula9466,Jagan గారు అన్ని కులాలు కు ఎమ్మెల్యే  టికెట్స్ ఇచ్చారు విజయవాడ నుంచి బ్రాహ్మణ కులస్తుడు మల్లాది విష్ణు గారికి టికెట్ ఇచ్చారు.,te,2026-06-08T15:26:24Z,0,False,
qG_awuQqoVA,TDP రాజ్యసభ సీట్లపై పేర్ని నాని సెటైర్లు #perninani #chandrababu #appolice #ysrcp #ysjagan,Sakshi TV Live,YSRCP,UgxHTFhE-lZjMGNQ-V54AaABAg,@bhaskaravarma2807,"Yes, Same క్యాస్ట్ 🤪",te,2026-06-08T15:23:20Z,0,False,
qG_awuQqoVA,TDP రాజ్యసభ సీట్లపై పేర్ని నాని సెటైర్లు #perninani #chandrababu #appolice #ysrcp #ysjagan,Sakshi TV Live,YSRCP,Ugx0TZPVYyUbiNC8nRh4AaABAg,@PvsubbaraoPasalapudi-xq7bh,నీ బ్రతుకు ఇంతే 😂😂😂,te,2026-06-08T15:16:25Z,3,False,
qG_awuQqoVA,TDP రాజ్యసభ సీట్లపై పేర్ని నాని సెటైర్లు #perninani #chandrababu #appolice #ysrcp #ysjagan,Sakshi TV Live,YSRCP,UgyF831XggOGo8KwdIh4AaABAg,@Hit_show,4 సీట్లు 800 కోట్లు,te,2026-06-08T14:26:52Z,0,False,
qG_awuQqoVA,TDP రాజ్యసభ సీట్లపై పేర్ని నాని సెటైర్లు #perninani #chandrababu #appolice #ysrcp #ysjagan,Sakshi TV Live,YSRCP,UgwFYz1nSgUPtHQPAmB4AaABAg,@Tpcp1702,"మూర్ఖులు ,ఉన్మాదులు జగన్ ని ముంచుతున్నారు .",te,2026-06-08T13:18:27Z,3,False,
qG_awuQqoVA,TDP రాజ్యసభ సీట్లపై పేర్ని నాని సెటైర్లు #perninani #chandrababu #appolice #ysrcp #ysjagan,Sakshi TV Live,YSRCP,UgwFYz1nSgUPtHQPAmB4AaABAg.AXnOPqUu560AXnbn3IBVKK,@bhaskaravarma2807,"సీబీన్ కంటే ఉన్మాద్దులు, వరల్డ్ లో లేరు!",te,2026-06-08T15:24:06Z,0,True,UgwFYz1nSgUPtHQPAmB4AaABAg
qG_awuQqoVA,TDP రాజ్యసభ సీట్లపై పేర్ని నాని సెటైర్లు #perninani #chandrababu #appolice #ysrcp #ysjagan,Sakshi TV Live,YSRCP,Ugw5MhvdjuoDi3fYYzB4AaABAg,@mudadlaprabhakararao4265,"ఈ వెటకారమే ప్రమాదం తెచ్చింది..

మీ పార్టీ విషయాలు చూసుకోవచ్చు.. 29 లో మేలు చేస్తాయి",te,2026-06-08T13:07:03Z,0,False,
CS0OvvP1Ro0,సిండికేట్ అయ్యి దోచేస్తున్న పచ్చ ముఠా #YSRCPTALKS #YSRCP #YSJAGAN,YSRCP Talks,YSRCP,UgzKm_MZlOeBofpduCZ4AaABAg,@KoneswaraoUrlaganti,"మనం డిప్యూటీ సీఎం పవన్ కళ్యాణ్ గారు మద్యం ప్రియుల పొట్ట 
కొట్టావు జగన్ ఆయనకు ఒక కనబడడం లేదా పవన్ కళ్యాణ్ గారికి కనపడి ఉంటుంది కానీ సంపద సృష్టిలో భాగమని కామ్ గా ఉన్నాడు",te,2026-06-08T15:58:33Z,0,False,
CS0OvvP1Ro0,సిండికేట్ అయ్యి దోచేస్తున్న పచ్చ ముఠా #YSRCPTALKS #YSRCP #YSJAGAN,YSRCP Talks,YSRCP,UgzpKeRhBbN21cRdEel4AaABAg,@KoneswaraoUrlaganti,ఇదొక్కటే నా తల్లి కాదు కాదు కల్తీ మద్యం అప్పుడు కుంభాలు కుంభాలు బయటపడే కదా ఏంటికి పట్టించుకుంటారు తల్లి ఇదంతా సంపద సృష్టిలో భాగమే కదా,te,2026-06-08T15:56:07Z,0,False,
jHTM0aI2DcM,తోక జాడిస్తే ఊరుకోను.#ysjagan #ysrcp #viralshort #tdp #chandrababu #cbn #ytviral #troll #comedy #yt,nayapolitics,YSRCP,Ugwf-SWOGmw5Ogp-gVx4AaABAg,@sudhakarmekala4939,"పోస్టులు అమ్మకడెంగటం  తెలియని వాళ్ళు.
పేకాట ను కూడా  ఆట లెక్క భావించాని  వాళ్ళు
మి
కూడా విమర్శి చేస్తున్నారు",te,2026-06-08T12:01:02Z,0,False,
AJTh6xx4zKI,🔥 ఇది తెలంగాణ..! Telagana Public Talk on Pawan Kalyan | Telangana Politics,News 80 Telugu,Pawan Kalyan,UgwVOL71VhycNrv0q4x4AaABAg,@sathiadinarayanareddy1580,మేధావులు అయితే తెలంగాణ నాయకులు దోచుకుంటున్న ఏ మి పీకుతున్నారు,te,2026-06-08T17:10:22Z,1,False,
CnpgjxAnT44,Jagan Army&#39;s One Video Attack on Pawan Kalyan Goes Viral 🔥 #shorts  #ysjagan  #journalistravinder,Velugu Tv,Pawan Kalyan,UgwAnsjocbns9aj0hvF4AaABAg,@bammidisasibushan1390,సూపర్ ఇన్ఫర్మేషన్ బ్రో,te,2026-06-08T16:06:51Z,0,False,
HxXN1yOIMyg,పవన్ కళ్యాణ్ మీరు త్రిమూర్తులు వైరల్ అవుతున్న వీడియో😍👌#pawankalyan,Delhi PSPK,Pawan Kalyan,Ugw5F7b0S7TLRkL3jI54AaABAg,@saikishore-wo2jc,"AP prajalu ., ardrustavanthulu. We have great leaders working hard for the state.",en,2026-06-08T16:05:35Z,3,False,
HxXN1yOIMyg,పవన్ కళ్యాణ్ మీరు త్రిమూర్తులు వైరల్ అవుతున్న వీడియో😍👌#pawankalyan,Delhi PSPK,Pawan Kalyan,UgwL3h_6u3_XsDMXWVB4AaABAg,@gopinagendra3431,Waste fellows of AP,en,2026-06-08T15:59:08Z,0,False,
HxXN1yOIMyg,పవన్ కళ్యాణ్ మీరు త్రిమూర్తులు వైరల్ అవుతున్న వీడియో😍👌#pawankalyan,Delhi PSPK,Pawan Kalyan,UgypeLgzXyV7busgDu94AaABAg,@JayarajuKosetti,Ap ప్రజలకు వెన్నుపోటు త్రిమూర్తులు,te,2026-06-08T15:50:40Z,1,False,
HxXN1yOIMyg,పవన్ కళ్యాణ్ మీరు త్రిమూర్తులు వైరల్ అవుతున్న వీడియో😍👌#pawankalyan,Delhi PSPK,Pawan Kalyan,UgypeLgzXyV7busgDu94AaABAg.AXnepe19pz8AXnj7joC_-b,@JayarajuKosetti,​@sivasaibatthineni8365మీరు ఆల్రెడీ ఆ పనిలోనే ఉనారు కదా,te,2026-06-08T16:28:13Z,0,True,UgypeLgzXyV7busgDu94AaABAg
HxXN1yOIMyg,పవన్ కళ్యాణ్ మీరు త్రిమూర్తులు వైరల్ అవుతున్న వీడియో😍👌#pawankalyan,Delhi PSPK,Pawan Kalyan,UgypeLgzXyV7busgDu94AaABAg.AXnepe19pz8AXnoLA01WGM,@SatyaASNTechinTelugu,ఎవడు రా నువ్వు పెద్ద సైకో లాగా ఉన్నావు,te,2026-06-08T17:13:45Z,0,True,UgypeLgzXyV7busgDu94AaABAg
HxXN1yOIMyg,పవన్ కళ్యాణ్ మీరు త్రిమూర్తులు వైరల్ అవుతున్న వీడియో😍👌#pawankalyan,Delhi PSPK,Pawan Kalyan,UgxXo-L2dkGuUD3tvKB4AaABAg,@Nagalakshmi_GVS,పెద్దలమాట  సద్దిన్నం మూట ❤❤❤❤❤❤❤,te,2026-06-08T15:36:03Z,17,False,
eVl4w3Z9Tf4,Actor Rahul Ramakrishna Targets Pawan Kalyan | ఏపీ రాజకీయాల్లో ట్వీట్లు.. ఫైట్లు! - TV9,TV9 Telugu Live,Pawan Kalyan,UgzbhriC-_JgkjahR5t4AaABAg,@ramukola3400,💯 కరెక్ట్ గానే అడిగారు వాళ్ళది ఏం తప్పులేదు వీలైతే తప్పు నాగబాబు,te,2026-06-08T17:34:38Z,0,False,
eVl4w3Z9Tf4,Actor Rahul Ramakrishna Targets Pawan Kalyan | ఏపీ రాజకీయాల్లో ట్వీట్లు.. ఫైట్లు! - TV9,TV9 Telugu Live,Pawan Kalyan,UgxUz00WNi0sQX8vxVN4AaABAg,@balatatarao6704,ఇలాంటి వారు అందరూ జగన్ లాంటి ఒక రౌడీ సైకో ని ప్రశ్నించలేరు...... జగన్ దుర్మార్గాలను ప్రశ్నించి ఉంటే మీ చిత్తశుద్ధి నిరూపితమయ్యేది,te,2026-06-08T17:27:15Z,0,False,
eVl4w3Z9Tf4,Actor Rahul Ramakrishna Targets Pawan Kalyan | ఏపీ రాజకీయాల్లో ట్వీట్లు.. ఫైట్లు! - TV9,TV9 Telugu Live,Pawan Kalyan,Ugx8XGuFhbccfiTk-6p4AaABAg,@thelusko5800,Reyyy devara real collections pettandira. First day 172 crores ah Mee valle kadhara fake collections start ayyay😂,en,2026-06-08T17:22:33Z,0,False,
eVl4w3Z9Tf4,Actor Rahul Ramakrishna Targets Pawan Kalyan | ఏపీ రాజకీయాల్లో ట్వీట్లు.. ఫైట్లు! - TV9,TV9 Telugu Live,Pawan Kalyan,UgwOBSm3EePKltMdK2l4AaABAg,@MNS-n2z,"పబ్లిక్ గా వుచ్చ పోతుస్తూ సిగ్గు లేకుండా సివిక్ సెన్స్ లేని నాకొడుకు ప్రోపగండ తో కామెంట్ చేసినంత మాత్రాన పవన్కళ్యాణ్ కి పోయేది ఏమి లేదు , ఇలాంటి గొట్టం గళ్ళను చాలా మందిని చూశాడు ఆయన ,,కాసేపు నవ్వుకొని వదిలేస్తాడు 😂😂😂",te,2026-06-08T17:21:21Z,0,False,
eVl4w3Z9Tf4,Actor Rahul Ramakrishna Targets Pawan Kalyan | ఏపీ రాజకీయాల్లో ట్వీట్లు.. ఫైట్లు! - TV9,TV9 Telugu Live,Pawan Kalyan,UgyQIcus4g2RTT6q7qF4AaABAg,@subbusubbu4281,Snake 🐍 bby...  ❤ U... Wht an entertainment from JSP .. entire family is living to entertain telugu people across globe.  😂😂😂,en,2026-06-08T17:14:14Z,0,False,
eVl4w3Z9Tf4,Actor Rahul Ramakrishna Targets Pawan Kalyan | ఏపీ రాజకీయాల్లో ట్వీట్లు.. ఫైట్లు! - TV9,TV9 Telugu Live,Pawan Kalyan,UgwaZsRtrJfFXWZnUQ54AaABAg,@SrikanthtndrSrikanthtndr,ఎనుగు వచ్చినప్పుడు కుక్కలు మెరుగుతనె వుంటాయి,te,2026-06-08T17:10:39Z,0,False,
eVl4w3Z9Tf4,Actor Rahul Ramakrishna Targets Pawan Kalyan | ఏపీ రాజకీయాల్లో ట్వీట్లు.. ఫైట్లు! - TV9,TV9 Telugu Live,Pawan Kalyan,UgwgZTg7utCajE6LRdh4AaABAg,@KusumanchiPaparaoKPR,అన్ని రాజకీయ పార్టీలు ఒకలాగే ప్రవర్తిస్తాయి అధికారులకు వచ్చిన తర్వాత ఒకలాగా అధికారం లేనప్పుడు ఒకలాగా ప్రవర్తిస్తాయి సార్ ఇది అందరికీ తెలిసిన విషయమే వినిపిస్తే హైలెట్ అవుతాది మాలాంటి వాళ్లకు ప్రశ్నిస్తే ఏమి ఉండదు,te,2026-06-08T17:06:31Z,0,False,
eVl4w3Z9Tf4,Actor Rahul Ramakrishna Targets Pawan Kalyan | ఏపీ రాజకీయాల్లో ట్వీట్లు.. ఫైట్లు! - TV9,TV9 Telugu Live,Pawan Kalyan,Ugzh3806RxBgEKTTj9Z4AaABAg,@rameshtelugutravellingvlog,అన్నా రావు రామకృష్ణ జై తెలంగాణ బానే ఖండించినవన్న కానీ పాపం సినిమాలలో రాకుండా చేస్తారు ఈ కుటుంబం మొత్తం అదే బాధనిపిస్తుంది నాకు,te,2026-06-08T17:04:23Z,1,False,
eVl4w3Z9Tf4,Actor Rahul Ramakrishna Targets Pawan Kalyan | ఏపీ రాజకీయాల్లో ట్వీట్లు.. ఫైట్లు! - TV9,TV9 Telugu Live,Pawan Kalyan,UgycQp3he-VAnstdvZB4AaABAg,@venkatsrikanth6613,రాహుల్ గాడు కి ktr ఉన్నాడు లే వెనకాల,te,2026-06-08T17:03:43Z,0,False,
eVl4w3Z9Tf4,Actor Rahul Ramakrishna Targets Pawan Kalyan | ఏపీ రాజకీయాల్లో ట్వీట్లు.. ఫైట్లు! - TV9,TV9 Telugu Live,Pawan Kalyan,UgySwuMYT7IPcBLXn1V4AaABAg,@venkatsrikanth6613,వాడి క్వశ్చన్ లు కూడా అర్ధం వాడి కూడా అర్ధం అయ్యిందా రా రాహుల్,te,2026-06-08T17:02:18Z,0,False,
eVl4w3Z9Tf4,Actor Rahul Ramakrishna Targets Pawan Kalyan | ఏపీ రాజకీయాల్లో ట్వీట్లు.. ఫైట్లు! - TV9,TV9 Telugu Live,Pawan Kalyan,Ugyl3FAjLEtxuGTBsO14AaABAg,@venkatsrikanth6613,పాపం ఈ lafoot గాడు కి సినిమా లు లేక ఇలా ఏడుస్తున్నాడు ఎం రా రాహుల్ కళ్ళు దెంగాయ రా నీకు కనపడలేద నీకు ఓకే క్వశ్చన్ చేసావు మళ్ళీ జై తెలంగాణ ఎందుకు రా,te,2026-06-08T17:01:34Z,0,False,
eVl4w3Z9Tf4,Actor Rahul Ramakrishna Targets Pawan Kalyan | ఏపీ రాజకీయాల్లో ట్వీట్లు.. ఫైట్లు! - TV9,TV9 Telugu Live,Pawan Kalyan,UgwrFOtZZAP3tCguGh94AaABAg.AXnmsi3coxOAXnpJUkubzs,@MNS-n2z,They paid నో😂😂😂,en,2026-06-08T17:22:15Z,0,True,UgwrFOtZZAP3tCguGh94AaABAg
eVl4w3Z9Tf4,Actor Rahul Ramakrishna Targets Pawan Kalyan | ఏపీ రాజకీయాల్లో ట్వీట్లు.. ఫైట్లు! - TV9,TV9 Telugu Live,Pawan Kalyan,Ugz8TkIZxq_lvWd7aQh4AaABAg,@praveensriramula2708,"కరెక్ట్ గా అడిగారు బ్రదర్ 
జై తెలంగాణ",te,2026-06-08T16:58:10Z,1,False,
eVl4w3Z9Tf4,Actor Rahul Ramakrishna Targets Pawan Kalyan | ఏపీ రాజకీయాల్లో ట్వీట్లు.. ఫైట్లు! - TV9,TV9 Telugu Live,Pawan Kalyan,UgypDPhSGuxU1Y2ZEjZ4AaABAg,@RVRMusicchannel,కరెక్టే కదా,te,2026-06-08T16:55:14Z,0,False,
eVl4w3Z9Tf4,Actor Rahul Ramakrishna Targets Pawan Kalyan | ఏపీ రాజకీయాల్లో ట్వీట్లు.. ఫైట్లు! - TV9,TV9 Telugu Live,Pawan Kalyan,UgzSPMeoktGu4yIEQSt4AaABAg,@rameshpalivela-s3t,"ప్రకాష్ రాజ్, రాహుల్ రామకృష్ణ మీకు నిజంగా దమ్ముంటే తెలంగాణ కి ఏదయినా మంచి పని చేసి చూపించండి 
సొల్లు కబుర్లు మానేయండి",te,2026-06-08T16:52:42Z,0,False,
eVl4w3Z9Tf4,Actor Rahul Ramakrishna Targets Pawan Kalyan | ఏపీ రాజకీయాల్లో ట్వీట్లు.. ఫైట్లు! - TV9,TV9 Telugu Live,Pawan Kalyan,Ugz3BOqfBP6Ht4FmSvB4AaABAg,@MdineshDiny,Famous అవాలని paytm కుక్కలు అందరు vacharu prakash raj rgv next rahul vedu cinema lu leka pichi కుక్కలు morgutunai,et,2026-06-08T16:52:38Z,0,False,
eVl4w3Z9Tf4,Actor Rahul Ramakrishna Targets Pawan Kalyan | ఏపీ రాజకీయాల్లో ట్వీట్లు.. ఫైట్లు! - TV9,TV9 Telugu Live,Pawan Kalyan,UgwB9kTEZ3C0ns_vkiF4AaABAg,@sanniakkerapu9787,"Correct ey kadu నిజం అడిగాడు రామకృష్ణ రావి ప్రకాష్ వీలు మాట్లాడింది కరెక్టే కాదు మీ మీడియా లాగా దొంగలు కాదు కదా 
మీ మీరు midea laga డబ్బులకి ammudu poru kada kontha mandi vella laga మంచి vallu untaru adugutharu",te,2026-06-08T16:48:18Z,0,False,
eVl4w3Z9Tf4,Actor Rahul Ramakrishna Targets Pawan Kalyan | ఏపీ రాజకీయాల్లో ట్వీట్లు.. ఫైట్లు! - TV9,TV9 Telugu Live,Pawan Kalyan,UgzA-S1bhmGMQ64V6g14AaABAg,@anilkumarPesala,పీకే ని ఒక్క పొలిటికల్ జోకర్ 😂,te,2026-06-08T16:47:17Z,0,False,
eVl4w3Z9Tf4,Actor Rahul Ramakrishna Targets Pawan Kalyan | ఏపీ రాజకీయాల్లో ట్వీట్లు.. ఫైట్లు! - TV9,TV9 Telugu Live,Pawan Kalyan,UgwEjUeQHYXlG-d5W4J4AaABAg,@sainamithkousee2175,రాంగోపాల్ వర్మ  ప్రకాష్ రాజు వీలు పవన్ కళ్యాణ్ కి మాత్రమే ప్రశ్నిస్తారు మరి ఎవరికి ఏ ప్రశ్న అడగరు అసలు పవన్ కళ్యాణ్ చేసిన తప్పేమిటో తెలీదు పవన్ కళ్యాణ్ ఏది మాట్లాడినా వీళ్ళిద్దరూ వ్యతిరేకిస్తారు,te,2026-06-08T16:46:51Z,3,False,
eVl4w3Z9Tf4,Actor Rahul Ramakrishna Targets Pawan Kalyan | ఏపీ రాజకీయాల్లో ట్వీట్లు.. ఫైట్లు! - TV9,TV9 Telugu Live,Pawan Kalyan,UgyZS7Jh7eLnMaBkP2F4AaABAg,@GantlaraviKumar,"పెహ్లే తెలంగాణ మంత్రి కో పుచ్ బోస్ డి కె రాహుల్ రామక్రిష్ణ, బాద్ మీ మై పవన్ కో పుచ్న ❤ డే",te,2026-06-08T16:45:34Z,0,False,
eVl4w3Z9Tf4,Actor Rahul Ramakrishna Targets Pawan Kalyan | ఏపీ రాజకీయాల్లో ట్వీట్లు.. ఫైట్లు! - TV9,TV9 Telugu Live,Pawan Kalyan,UgyifgWhkhmA7ySZukx4AaABAg,@jonnakutisivaprasad1497,"ప్రతి ఒక్కడు పవన్ కళ్యాణ్ గారి మీద పడి ఏడుస్తున్నారు 
ఆఖరికి కమెడియన్లు కూడా 
ఇంకా ముందు ముందు చాలా మంది వస్తుంటారు 
ఎందుకంటే పవన్ కళ్యాణ్ గారిని ఈసారి ఎలక్షన్లో ఓడించాలి అనే కుట్ర జరుగుతుంది 
కాని ఈమూర్కులకి తెలియనిదేంటంటే ఇలాంటి గొట్టం గాళ్లనీ లెక్కలో కూడ పెట్టుకోడు",te,2026-06-08T16:40:56Z,2,False,
eVl4w3Z9Tf4,Actor Rahul Ramakrishna Targets Pawan Kalyan | ఏపీ రాజకీయాల్లో ట్వీట్లు.. ఫైట్లు! - TV9,TV9 Telugu Live,Pawan Kalyan,Ugw8oUSYxan3JAhEMyt4AaABAg,@narasingaraopadi8179,మనల్ని ఎవడ్రా ఆపేది !😮,te,2026-06-08T16:39:30Z,0,False,
eVl4w3Z9Tf4,Actor Rahul Ramakrishna Targets Pawan Kalyan | ఏపీ రాజకీయాల్లో ట్వీట్లు.. ఫైట్లు! - TV9,TV9 Telugu Live,Pawan Kalyan,UgyoidOmsn1HdNAVrM54AaABAg,@sathishkumarnammi,పావలాగాడు 😂😂😂😂పాపం,te,2026-06-08T16:35:57Z,0,False,
eVl4w3Z9Tf4,Actor Rahul Ramakrishna Targets Pawan Kalyan | ఏపీ రాజకీయాల్లో ట్వీట్లు.. ఫైట్లు! - TV9,TV9 Telugu Live,Pawan Kalyan,UgwDVU34pwkFi4IHgER4AaABAg,@SureshVanka-jz8tz,ఒరేయ్ రాహుల్ గా మన తెలంగాణా లొ గవర్నమెంట్ ఎన్ని తప్పులు ఉన్నాయి ఎప్పుడు అయినా క్వశ్చన్ చేసావు రా బడకవు,te,2026-06-08T16:35:39Z,0,False,
eVl4w3Z9Tf4,Actor Rahul Ramakrishna Targets Pawan Kalyan | ఏపీ రాజకీయాల్లో ట్వీట్లు.. ఫైట్లు! - TV9,TV9 Telugu Live,Pawan Kalyan,Ugy5wKj5q3MME0xyRtR4AaABAg,@SureshVanka-jz8tz,పవన్కళ్యాణ్ గారు RTI సమాధానం ఇస్తారు ఇదే క్వశ్చన్ జగన్ గాడిని అడగమను తెల్లారితే శవం అయి ఉంటావు,te,2026-06-08T16:33:55Z,0,False,
eVl4w3Z9Tf4,Actor Rahul Ramakrishna Targets Pawan Kalyan | ఏపీ రాజకీయాల్లో ట్వీట్లు.. ఫైట్లు! - TV9,TV9 Telugu Live,Pawan Kalyan,UgxbXZfGliRoi8G1dqh4AaABAg,@kvvprasad7656,"పవన్ కల్యాణ్,...అది పేరు కాదు  ప్రభంజనం,
తొక్క నీ పాపులారిటీ కోసం నీబొక్కు ప్రశ్నలు,
నీది ఒక ప్రశ్న దానికి ...",te,2026-06-08T16:30:39Z,3,False,
eVl4w3Z9Tf4,Actor Rahul Ramakrishna Targets Pawan Kalyan | ఏపీ రాజకీయాల్లో ట్వీట్లు.. ఫైట్లు! - TV9,TV9 Telugu Live,Pawan Kalyan,UgxbXZfGliRoi8G1dqh4AaABAg.AXnjPWSZNDJAXnlqzV1jXW,@hnh396,గంజాయి ప్రభంజనం...మామూలు ప్రభంజనం కాదు,te,2026-06-08T16:52:01Z,1,True,UgxbXZfGliRoi8G1dqh4AaABAg
eVl4w3Z9Tf4,Actor Rahul Ramakrishna Targets Pawan Kalyan | ఏపీ రాజకీయాల్లో ట్వీట్లు.. ఫైట్లు! - TV9,TV9 Telugu Live,Pawan Kalyan,UgwqrEeWuMucneno6Sd4AaABAg,@familydynamics8744,"అన్న 12th fail అన్నా..అలా సెక్షన్స్ అంటూ RTI అంటే ఏం అర్థమౌతుంది 
30వేల మంది అమ్మాయిలు, ఆంటీలు మిస్ అయ్యారు,
మొగుడు భార్య అక్రమ సంబంధాలు ఇలాంటి విషయాలైతే అర్థమవుతాయి.",te,2026-06-08T16:30:05Z,0,False,
eVl4w3Z9Tf4,Actor Rahul Ramakrishna Targets Pawan Kalyan | ఏపీ రాజకీయాల్లో ట్వీట్లు.. ఫైట్లు! - TV9,TV9 Telugu Live,Pawan Kalyan,UgwiyrWf8gbQWYXU1MF4AaABAg,@nareshmaddipati3126,తెలంగాణ ఎవరి అయ్య జాగీరు అనుకుంటే వారు అంతవరకు ఫెన్సింగ్ వేసుకోండి ఉదాహరణకు మీ అయ్య 300 గజాలు కొంటే అది మీ అయ్య జాగీరు 500 గజాల కొంటే అది మీ అయ్య జాగీరు అంతేగాని తెలంగాణ అంతా మా అయ్య జాగీరు అంటే ఎలా కుదురుతుంది అండి పాలించడం చేతగాని వాళ్ళు అందరూ ప్రాంతాల మధ్య మనుషుల మధ్య మతాల మధ్య చిచ్చుపెట్టి వారి మనుగడ సాగిస్తారు కాబట్టి అన్నదమ్ముల్లా రా     వారుమాట్లాడే ప్రతి మాట మన అన్నదమ్ముల గురించి అని మర్చిపోకండి భారతదేశం నా మాతృభూమి భారతీయులందరూ నా సోదర సోదరీమణులు,te,2026-06-08T16:28:38Z,5,False,
eVl4w3Z9Tf4,Actor Rahul Ramakrishna Targets Pawan Kalyan | ఏపీ రాజకీయాల్లో ట్వీట్లు.. ఫైట్లు! - TV9,TV9 Telugu Live,Pawan Kalyan,UgzRyet55bT6oer4QoF4AaABAg,@charanfunnytv,పనిలేని మంగలోడు పిల్లి ఎక్కడ గీకాడు అంట.... తెలంగాణలో ఇంకా చాలా సమస్యలు ఉన్నాయి దాని మీద ఫస్ట్ రియాక్ట్ అవ్వండి,te,2026-06-08T16:26:37Z,7,False,
eVl4w3Z9Tf4,Actor Rahul Ramakrishna Targets Pawan Kalyan | ఏపీ రాజకీయాల్లో ట్వీట్లు.. ఫైట్లు! - TV9,TV9 Telugu Live,Pawan Kalyan,Ugxebiwt495oX-cFjbF4AaABAg,@maheshmahesh-uq3io,"It's all BJP show to suppress Bandi's issue , I think...",en,2026-06-08T16:20:59Z,0,False,
eVl4w3Z9Tf4,Actor Rahul Ramakrishna Targets Pawan Kalyan | ఏపీ రాజకీయాల్లో ట్వీట్లు.. ఫైట్లు! - TV9,TV9 Telugu Live,Pawan Kalyan,Ugz3ltAcpy_Zqm2njgt4AaABAg,@psrconstructions-j6v,Well done RamaKrishna… Pawala gadu abadhalu cheptadu but vadini real ga question cheste thatukoledu coolie gadu,en,2026-06-08T16:18:05Z,0,False,
eVl4w3Z9Tf4,Actor Rahul Ramakrishna Targets Pawan Kalyan | ఏపీ రాజకీయాల్లో ట్వీట్లు.. ఫైట్లు! - TV9,TV9 Telugu Live,Pawan Kalyan,Ugz9ZezMziH_VO9uHql4AaABAg.AXnhkXNpCseAXnj5PX19Cg,@CR7LOVER576,Telangana is part of india right,en,2026-06-08T16:27:54Z,0,True,Ugz9ZezMziH_VO9uHql4AaABAg
eVl4w3Z9Tf4,Actor Rahul Ramakrishna Targets Pawan Kalyan | ఏపీ రాజకీయాల్లో ట్వీట్లు.. ఫైట్లు! - TV9,TV9 Telugu Live,Pawan Kalyan,Ugxy8b3AVdcyfJBQX_h4AaABAg,@shivakumarrudrakshula,రాహుల్ రామకృష్ణ మన తెలంగాణ లో బొచ్చెడు సమస్యలు వున్నాయ్ వాటిని ప్రశ్నించి వాటిని అడగండి తరువాత మా ఆంధ్రప్రదేశ్ ని ప్రశ్నించే,te,2026-06-08T16:14:30Z,16,False,
