keyword,video_title,video_url,publish_date,transcript_source,transcript_language,summary,comment_author,comment_text,comment_likes
Chandrababu Naidu,ఆచంట నియోజకవర్గం సిద్ధాంతంలో తన అభిమాని సత్యనారాయణతో ముఖ్యమంత్రి శ్రీ నాారా చంద్రబాబు నాయుడు గారు,https://www.youtube.com/watch?v=lMfye4oL6mQ,2026-06-08,failed,,No transcript available.,@ananda1948,బాబుగారు మీ అవ్యాజమైన ప్రేమకు పాత్రుడైన ఈ పెద్దవారు అదృష్టవంతుడు ❤❤...,51
Chandrababu Naidu,ఆచంట నియోజకవర్గం సిద్ధాంతంలో తన అభిమాని సత్యనారాయణతో ముఖ్యమంత్రి శ్రీ నాారా చంద్రబాబు నాయుడు గారు,https://www.youtube.com/watch?v=lMfye4oL6mQ,2026-06-08,failed,,No transcript available.,@DanialParigala,"Respected Sir ,  బాబు  మీరు లెక్కెయ్యండి  అనగానే  మీరు ఆనందంతో  తృప్తిగా  నవ్వారు సార్ . తెలుగు వారి భవిష్యత్తును  దృష్టిలో  ఉంచుకుని జనాభా  పెరుగుదలకు  మీ ఆలోచనలు , పాలసీలు అధ్బుతం సార్.",15
Chandrababu Naidu,ఆచంట నియోజకవర్గం సిద్ధాంతంలో తన అభిమాని సత్యనారాయణతో ముఖ్యమంత్రి శ్రీ నాారా చంద్రబాబు నాయుడు గారు,https://www.youtube.com/watch?v=lMfye4oL6mQ,2026-06-08,failed,,No transcript available.,@vishnuleelatelugueducation369,తాత గారి. ఆనందం. మామూలుగా  లేదు 🙏🙏🙏,9
Chandrababu Naidu,ఆచంట నియోజకవర్గం సిద్ధాంతంలో తన అభిమాని సత్యనారాయణతో ముఖ్యమంత్రి శ్రీ నాారా చంద్రబాబు నాయుడు గారు,https://www.youtube.com/watch?v=lMfye4oL6mQ,2026-06-08,failed,,No transcript available.,@akhilyella7411,"తాతగారు చంద్రబాబు నాయుడు గారిని సందర్శించిన తర్వాత ""అమృతం""😜 లాంటి అవకాశం పొంది, తన కోరికలన్నీ నెరవేర్చుకున్నారు. నాయకులు ఎల్లప్పుడూ తమ ప్రియమైనవారికి అండగా ఉంటారు👏👏",16
Chandrababu Naidu,ఆచంట నియోజకవర్గం సిద్ధాంతంలో తన అభిమాని సత్యనారాయణతో ముఖ్యమంత్రి శ్రీ నాారా చంద్రబాబు నాయుడు గారు,https://www.youtube.com/watch?v=lMfye4oL6mQ,2026-06-08,failed,,No transcript available.,@nv3s894,CBN sir is down to earth leader. Hats off sir for your generous towards your hardcore sympathisers. Their blesses always there for you and your party for LIVE LONG.,12
Chandrababu Naidu,ఆచంట నియోజకవర్గం సిద్ధాంతంలో తన అభిమాని సత్యనారాయణతో ముఖ్యమంత్రి శ్రీ నాారా చంద్రబాబు నాయుడు గారు,https://www.youtube.com/watch?v=lMfye4oL6mQ,2026-06-08,failed,,No transcript available.,@raviteja163,"Very humble sir 👌🙏🙏🙏 
Thank you",0
Chandrababu Naidu,ఆచంట నియోజకవర్గం సిద్ధాంతంలో తన అభిమాని సత్యనారాయణతో ముఖ్యమంత్రి శ్రీ నాారా చంద్రబాబు నాయుడు గారు,https://www.youtube.com/watch?v=lMfye4oL6mQ,2026-06-08,failed,,No transcript available.,@kiranaddanki1984,Exalent experience good information about this video health is wealth,5
Chandrababu Naidu,ఆచంట నియోజకవర్గం సిద్ధాంతంలో తన అభిమాని సత్యనారాయణతో ముఖ్యమంత్రి శ్రీ నాారా చంద్రబాబు నాయుడు గారు,https://www.youtube.com/watch?v=lMfye4oL6mQ,2026-06-08,failed,,No transcript available.,@anjaneyulu06,CM ante elage undali ennisarlu chusina malli malli chudali anipistundi eee video but maku eppudo Elanti bhagyam,10
Chandrababu Naidu,ఆచంట నియోజకవర్గం సిద్ధాంతంలో తన అభిమాని సత్యనారాయణతో ముఖ్యమంత్రి శ్రీ నాారా చంద్రబాబు నాయుడు గారు,https://www.youtube.com/watch?v=lMfye4oL6mQ,2026-06-08,failed,,No transcript available.,@GuruP-s9c,👉👉👉 తాత ఆనందం చెప్పలేము   గ్రేట్ C B N సార్ 🙏🙏🙏🙏🙏✌️✌️✌️✌️✌️,27
Chandrababu Naidu,ఆచంట నియోజకవర్గం సిద్ధాంతంలో తన అభిమాని సత్యనారాయణతో ముఖ్యమంత్రి శ్రీ నాారా చంద్రబాబు నాయుడు గారు,https://www.youtube.com/watch?v=lMfye4oL6mQ,2026-06-08,failed,,No transcript available.,@MCS__98,CBN Garu You are Great Sir mi Gurinche enta Cheppina Takkuvee ❤😊,6
Chandrababu Naidu,ఆచంట నియోజకవర్గం సిద్ధాంతంలో తన అభిమాని సత్యనారాయణతో ముఖ్యమంత్రి శ్రీ నాారా చంద్రబాబు నాయుడు గారు,https://www.youtube.com/watch?v=lMfye4oL6mQ,2026-06-08,failed,,No transcript available.,@surendraprasad1457,Satisfied Video...Jai..CBN 😊😊😊,5
Chandrababu Naidu,ఆచంట నియోజకవర్గం సిద్ధాంతంలో తన అభిమాని సత్యనారాయణతో ముఖ్యమంత్రి శ్రీ నాారా చంద్రబాబు నాయుడు గారు,https://www.youtube.com/watch?v=lMfye4oL6mQ,2026-06-08,failed,,No transcript available.,@satyasnvpavansiddabattula73,Pure-hearted Tatagaru - and a very nice gesture from CBN taking the time to meet him.,0
Chandrababu Naidu,ఆచంట నియోజకవర్గం సిద్ధాంతంలో తన అభిమాని సత్యనారాయణతో ముఖ్యమంత్రి శ్రీ నాారా చంద్రబాబు నాయుడు గారు,https://www.youtube.com/watch?v=lMfye4oL6mQ,2026-06-08,failed,,No transcript available.,@chaitanyak596,"Very happy looking at the video...look at the happeniness on the elder person face, its priceless",1
Chandrababu Naidu,ఆచంట నియోజకవర్గం సిద్ధాంతంలో తన అభిమాని సత్యనారాయణతో ముఖ్యమంత్రి శ్రీ నాారా చంద్రబాబు నాయుడు గారు,https://www.youtube.com/watch?v=lMfye4oL6mQ,2026-06-08,failed,,No transcript available.,@yamini-varma_Bhupathiraju,Wow this is a great one. Fan adigithe thappakunda chestharu ayana,3
Chandrababu Naidu,ఆచంట నియోజకవర్గం సిద్ధాంతంలో తన అభిమాని సత్యనారాయణతో ముఖ్యమంత్రి శ్రీ నాారా చంద్రబాబు నాయుడు గారు,https://www.youtube.com/watch?v=lMfye4oL6mQ,2026-06-08,failed,,No transcript available.,@HemaSun-m3w,"అన్నీ అడిగే 
నువ్వు ఎన్ని అడిగిన ఇస్తారు 
అడగకున్న ఇస్తారు 
జై cbn",27
Chandrababu Naidu,ఆచంట నియోజకవర్గం సిద్ధాంతంలో తన అభిమాని సత్యనారాయణతో ముఖ్యమంత్రి శ్రీ నాారా చంద్రబాబు నాయుడు గారు,https://www.youtube.com/watch?v=lMfye4oL6mQ,2026-06-08,failed,,No transcript available.,@rajeshlife-vj2di,"Jai cbn garu 
Tatayya garu lucky person
Sri cbn gari padabivandanalu 🙏🙏🙏",4
Chandrababu Naidu,ఆచంట నియోజకవర్గం సిద్ధాంతంలో తన అభిమాని సత్యనారాయణతో ముఖ్యమంత్రి శ్రీ నాారా చంద్రబాబు నాయుడు గారు,https://www.youtube.com/watch?v=lMfye4oL6mQ,2026-06-08,failed,,No transcript available.,@vinayreddy1762,Nice iam happy to see this vedio,0
Chandrababu Naidu,ఆచంట నియోజకవర్గం సిద్ధాంతంలో తన అభిమాని సత్యనారాయణతో ముఖ్యమంత్రి శ్రీ నాారా చంద్రబాబు నాయుడు గారు,https://www.youtube.com/watch?v=lMfye4oL6mQ,2026-06-08,failed,,No transcript available.,@gowri7001,Great sir,8
Chandrababu Naidu,ఆచంట నియోజకవర్గం సిద్ధాంతంలో తన అభిమాని సత్యనారాయణతో ముఖ్యమంత్రి శ్రీ నాారా చంద్రబాబు నాయుడు గారు,https://www.youtube.com/watch?v=lMfye4oL6mQ,2026-06-08,failed,,No transcript available.,@radhapeketi8936,Superb cbn.babai ni korika tirindi❤,11
Chandrababu Naidu,ఆచంట నియోజకవర్గం సిద్ధాంతంలో తన అభిమాని సత్యనారాయణతో ముఖ్యమంత్రి శ్రీ నాారా చంద్రబాబు నాయుడు గారు,https://www.youtube.com/watch?v=lMfye4oL6mQ,2026-06-08,failed,,No transcript available.,@Balatripuramatha,Bagundi,7
Chandrababu Naidu,ఆచంట నియోజకవర్గం సిద్ధాంతంలో తన అభిమాని సత్యనారాయణతో ముఖ్యమంత్రి శ్రీ నాారా చంద్రబాబు నాయుడు గారు,https://www.youtube.com/watch?v=lMfye4oL6mQ,2026-06-08,failed,,No transcript available.,@chinnisktalli4164,తాత great day,13
Chandrababu Naidu,ఆచంట నియోజకవర్గం సిద్ధాంతంలో తన అభిమాని సత్యనారాయణతో ముఖ్యమంత్రి శ్రీ నాారా చంద్రబాబు నాయుడు గారు,https://www.youtube.com/watch?v=lMfye4oL6mQ,2026-06-08,failed,,No transcript available.,@mamataboppana5508,I respect you with family sir. God bless you all 🙏🙏🙏,4
Chandrababu Naidu,ఆచంట నియోజకవర్గం సిద్ధాంతంలో తన అభిమాని సత్యనారాయణతో ముఖ్యమంత్రి శ్రీ నాారా చంద్రబాబు నాయుడు గారు,https://www.youtube.com/watch?v=lMfye4oL6mQ,2026-06-08,failed,,No transcript available.,@stirupathirao1233,"Nice sir.. Cbn garu meru, haa peddiyana, baga mataladiru..",0
Chandrababu Naidu,ఆచంట నియోజకవర్గం సిద్ధాంతంలో తన అభిమాని సత్యనారాయణతో ముఖ్యమంత్రి శ్రీ నాారా చంద్రబాబు నాయుడు గారు,https://www.youtube.com/watch?v=lMfye4oL6mQ,2026-06-08,failed,,No transcript available.,@Spartan31,"Tatagaru aanandam tho Oogipoyaru chala happy ga vundi, Ayanaki CBN sir House kattista annaru, very much happy for you Thatagaru, CBN sir Hatsof Jai hind 🫡",3
Chandrababu Naidu,ఆచంట నియోజకవర్గం సిద్ధాంతంలో తన అభిమాని సత్యనారాయణతో ముఖ్యమంత్రి శ్రీ నాారా చంద్రబాబు నాయుడు గారు,https://www.youtube.com/watch?v=lMfye4oL6mQ,2026-06-08,failed,,No transcript available.,@harsha_2006,Super cbn garu❤❤❤❤❤,2
Chandrababu Naidu,ఆచంట నియోజకవర్గం సిద్ధాంతంలో తన అభిమాని సత్యనారాయణతో ముఖ్యమంత్రి శ్రీ నాారా చంద్రబాబు నాయుడు గారు,https://www.youtube.com/watch?v=lMfye4oL6mQ,2026-06-08,failed,,No transcript available.,@Krishnaveni-wl6rl,"చూసిన మాకు కూడా. సంతోషం తో కళ్లలో నీళ్ళు వస్తున్నాయి.ఎన్ని సార్లు చూసానో. కల్మషం లేని మనుషులు. ,కల్మషం లేని మనసులు.సుగర్లేదు,అంటూ ఎంత సంతోషంగా,చెబుతున్నారు.ఈ వయసులో కూడా ఆ wakdhati తగ్గలేదు.",1
Chandrababu Naidu,ఆచంట నియోజకవర్గం సిద్ధాంతంలో తన అభిమాని సత్యనారాయణతో ముఖ్యమంత్రి శ్రీ నాారా చంద్రబాబు నాయుడు గారు,https://www.youtube.com/watch?v=lMfye4oL6mQ,2026-06-08,failed,,No transcript available.,@gadiparthichannel788,This is testament for CBN sir governance ....great sir,0
Chandrababu Naidu,ఆచంట నియోజకవర్గం సిద్ధాంతంలో తన అభిమాని సత్యనారాయణతో ముఖ్యమంత్రి శ్రీ నాారా చంద్రబాబు నాయుడు గారు,https://www.youtube.com/watch?v=lMfye4oL6mQ,2026-06-08,failed,,No transcript available.,@gowri7001,"The Great cm sir 
Jai cbn sir
Jai tdp❤❤❤❤❤❤❤",5
Chandrababu Naidu,ఆచంట నియోజకవర్గం సిద్ధాంతంలో తన అభిమాని సత్యనారాయణతో ముఖ్యమంత్రి శ్రీ నాారా చంద్రబాబు నాయుడు గారు,https://www.youtube.com/watch?v=lMfye4oL6mQ,2026-06-08,failed,,No transcript available.,@iiuuybfgjnnkhfsryjg64,🙏🙏🙏 jai cbn jai jai cbn 🙏🙏🙏,4
Chandrababu Naidu,ఆచంట నియోజకవర్గం సిద్ధాంతంలో తన అభిమాని సత్యనారాయణతో ముఖ్యమంత్రి శ్రీ నాారా చంద్రబాబు నాయుడు గారు,https://www.youtube.com/watch?v=lMfye4oL6mQ,2026-06-08,failed,,No transcript available.,@FightforReality,"Good evening sir
I am from West Godavari district sir since 6months I am sending mails to nara lokesh sir regarding my family facing medical issues my sister and my father I am unable to pay medical treatments and my father age 62 years till now pension also not coming sir I am requesting u sir plz support to TDP family sir",5
Chandrababu Naidu,ఆచంట నియోజకవర్గం సిద్ధాంతంలో తన అభిమాని సత్యనారాయణతో ముఖ్యమంత్రి శ్రీ నాారా చంద్రబాబు నాయుడు గారు,https://www.youtube.com/watch?v=lMfye4oL6mQ,2026-06-08,failed,,No transcript available.,@vsc2153,Great leader CBN SIR.❤.,5
Chandrababu Naidu,ఆచంట నియోజకవర్గం సిద్ధాంతంలో తన అభిమాని సత్యనారాయణతో ముఖ్యమంత్రి శ్రీ నాారా చంద్రబాబు నాయుడు గారు,https://www.youtube.com/watch?v=lMfye4oL6mQ,2026-06-08,failed,,No transcript available.,@AbhiLash-e1y,Super cbn sir ❤,1
Chandrababu Naidu,ఆచంట నియోజకవర్గం సిద్ధాంతంలో తన అభిమాని సత్యనారాయణతో ముఖ్యమంత్రి శ్రీ నాారా చంద్రబాబు నాయుడు గారు,https://www.youtube.com/watch?v=lMfye4oL6mQ,2026-06-08,failed,,No transcript available.,@Krishnaveni-wl6rl,తాతగారు అమ్మమ్మగారిని కూడా తీసుకుని రావలసింది,1
Chandrababu Naidu,ఆచంట నియోజకవర్గం సిద్ధాంతంలో తన అభిమాని సత్యనారాయణతో ముఖ్యమంత్రి శ్రీ నాారా చంద్రబాబు నాయుడు గారు,https://www.youtube.com/watch?v=lMfye4oL6mQ,2026-06-08,failed,,No transcript available.,@Score_Goal_07,"When our turn comes to meet  our CBN, waiting....",2
Chandrababu Naidu,ఆచంట నియోజకవర్గం సిద్ధాంతంలో తన అభిమాని సత్యనారాయణతో ముఖ్యమంత్రి శ్రీ నాారా చంద్రబాబు నాయుడు గారు,https://www.youtube.com/watch?v=lMfye4oL6mQ,2026-06-08,failed,,No transcript available.,@kiran5563,Thatha garu masth energy unaru great,2
Chandrababu Naidu,ఆచంట నియోజకవర్గం సిద్ధాంతంలో తన అభిమాని సత్యనారాయణతో ముఖ్యమంత్రి శ్రీ నాారా చంద్రబాబు నాయుడు గారు,https://www.youtube.com/watch?v=lMfye4oL6mQ,2026-06-08,failed,,No transcript available.,@suryavenkat3269,great cbn garu💐💐💐,1
Chandrababu Naidu,ఆచంట నియోజకవర్గం సిద్ధాంతంలో తన అభిమాని సత్యనారాయణతో ముఖ్యమంత్రి శ్రీ నాారా చంద్రబాబు నాయుడు గారు,https://www.youtube.com/watch?v=lMfye4oL6mQ,2026-06-08,failed,,No transcript available.,@ntrntr7746,❤🎉 Jai CBN,0
Chandrababu Naidu,ఆచంట నియోజకవర్గం సిద్ధాంతంలో తన అభిమాని సత్యనారాయణతో ముఖ్యమంత్రి శ్రీ నాారా చంద్రబాబు నాయుడు గారు,https://www.youtube.com/watch?v=lMfye4oL6mQ,2026-06-08,failed,,No transcript available.,@tulasiramp4385,That is chandranna 👋👋👋,4
Chandrababu Naidu,ఆచంట నియోజకవర్గం సిద్ధాంతంలో తన అభిమాని సత్యనారాయణతో ముఖ్యమంత్రి శ్రీ నాారా చంద్రబాబు నాయుడు గారు,https://www.youtube.com/watch?v=lMfye4oL6mQ,2026-06-08,failed,,No transcript available.,@srinudev8989,Jai CBN❤❤❤,2
Chandrababu Naidu,ఆచంట నియోజకవర్గం సిద్ధాంతంలో తన అభిమాని సత్యనారాయణతో ముఖ్యమంత్రి శ్రీ నాారా చంద్రబాబు నాయుడు గారు,https://www.youtube.com/watch?v=lMfye4oL6mQ,2026-06-08,failed,,No transcript available.,@Ravikiranhyper,"ఇంకేం కావాలి అంటే ఊరు గురుంచి చెప్తున్నాడే ❤❤❤, ఇంకొకరి సారి నీకేం కావాలంటే ఇల్లు అన్నాడు, సూపర్ 

jai cbn❤❤",4
Chandrababu Naidu,ఆచంట నియోజకవర్గం సిద్ధాంతంలో తన అభిమాని సత్యనారాయణతో ముఖ్యమంత్రి శ్రీ నాారా చంద్రబాబు నాయుడు గారు,https://www.youtube.com/watch?v=lMfye4oL6mQ,2026-06-08,failed,,No transcript available.,@Evergreen07013,CBN  sir ❤❤❤❤❤❤❤❤❤❤❤,4
Chandrababu Naidu,ఆచంట నియోజకవర్గం సిద్ధాంతంలో తన అభిమాని సత్యనారాయణతో ముఖ్యమంత్రి శ్రీ నాారా చంద్రబాబు నాయుడు గారు,https://www.youtube.com/watch?v=lMfye4oL6mQ,2026-06-08,failed,,No transcript available.,@suryavenkat3269,E grand father chala great👌👌,1
Chandrababu Naidu,ఆచంట నియోజకవర్గం సిద్ధాంతంలో తన అభిమాని సత్యనారాయణతో ముఖ్యమంత్రి శ్రీ నాారా చంద్రబాబు నాయుడు గారు,https://www.youtube.com/watch?v=lMfye4oL6mQ,2026-06-08,failed,,No transcript available.,@prasadd1289,Jay Chandrababu Naidu🙏🙏🙏💓💓🦁🦁🧿🚩🚩,1
Chandrababu Naidu,ఆచంట నియోజకవర్గం సిద్ధాంతంలో తన అభిమాని సత్యనారాయణతో ముఖ్యమంత్రి శ్రీ నాారా చంద్రబాబు నాయుడు గారు,https://www.youtube.com/watch?v=lMfye4oL6mQ,2026-06-08,failed,,No transcript available.,@k.sureshksuresh9632,Jai CBN 🦁 TDP 💛,4
Chandrababu Naidu,ఆచంట నియోజకవర్గం సిద్ధాంతంలో తన అభిమాని సత్యనారాయణతో ముఖ్యమంత్రి శ్రీ నాారా చంద్రబాబు నాయుడు గారు,https://www.youtube.com/watch?v=lMfye4oL6mQ,2026-06-08,failed,,No transcript available.,@sreekrishnakantherra7508,💐 🙏,2
Chandrababu Naidu,ఆచంట నియోజకవర్గం సిద్ధాంతంలో తన అభిమాని సత్యనారాయణతో ముఖ్యమంత్రి శ్రీ నాారా చంద్రబాబు నాయుడు గారు,https://www.youtube.com/watch?v=lMfye4oL6mQ,2026-06-08,failed,,No transcript available.,@Durgarao87.,🙌🏻🙌🏻🙌🏻🙌🏻♥️,1
Chandrababu Naidu,ఆచంట నియోజకవర్గం సిద్ధాంతంలో తన అభిమాని సత్యనారాయణతో ముఖ్యమంత్రి శ్రీ నాారా చంద్రబాబు నాయుడు గారు,https://www.youtube.com/watch?v=lMfye4oL6mQ,2026-06-08,failed,,No transcript available.,@varalakshmi551,✌️✌️✌️🙏🙏🙏,0
Chandrababu Naidu,ఆచంట నియోజకవర్గం సిద్ధాంతంలో తన అభిమాని సత్యనారాయణతో ముఖ్యమంత్రి శ్రీ నాారా చంద్రబాబు నాయుడు గారు,https://www.youtube.com/watch?v=lMfye4oL6mQ,2026-06-08,failed,,No transcript available.,@lokeshchary353,🎉🎉,0
Chandrababu Naidu,ఆచంట నియోజకవర్గం సిద్ధాంతంలో తన అభిమాని సత్యనారాయణతో ముఖ్యమంత్రి శ్రీ నాారా చంద్రబాబు నాయుడు గారు,https://www.youtube.com/watch?v=lMfye4oL6mQ,2026-06-08,failed,,No transcript available.,@kravivarma1567,❤❤❤❤❤,3
Chandrababu Naidu,ఆచంట నియోజకవర్గం సిద్ధాంతంలో తన అభిమాని సత్యనారాయణతో ముఖ్యమంత్రి శ్రీ నాారా చంద్రబాబు నాయుడు గారు,https://www.youtube.com/watch?v=lMfye4oL6mQ,2026-06-08,failed,,No transcript available.,@ANAKAPALLI-FARMS,❤,3
Chandrababu Naidu,ఆచంట నియోజకవర్గం సిద్ధాంతంలో తన అభిమాని సత్యనారాయణతో ముఖ్యమంత్రి శ్రీ నాారా చంద్రబాబు నాయుడు గారు,https://www.youtube.com/watch?v=lMfye4oL6mQ,2026-06-08,failed,,No transcript available.,@ravitejaravi3942,"E vayasu lo kuda, Ouru lo roads gurhichi adigadu Tahtaa.....crazy. Last lo kani tani gurinchi adgaledu ..Odi amma ...manam enduku unamu ani pistadi evi chustey.",2
Chandrababu Naidu,ఆచంట నియోజకవర్గం సిద్ధాంతంలో తన అభిమాని సత్యనారాయణతో ముఖ్యమంత్రి శ్రీ నాారా చంద్రబాబు నాయుడు గారు,https://www.youtube.com/watch?v=lMfye4oL6mQ,2026-06-08,failed,,No transcript available.,@AI_smooth_videos,Good to him 😁,2
Chandrababu Naidu,ఆచంట నియోజకవర్గం సిద్ధాంతంలో తన అభిమాని సత్యనారాయణతో ముఖ్యమంత్రి శ్రీ నాారా చంద్రబాబు నాయుడు గారు,https://www.youtube.com/watch?v=lMfye4oL6mQ,2026-06-08,failed,,No transcript available.,@Sridevi-uw7uf,🙏🙏🙏💐,1
Chandrababu Naidu,ఆచంట నియోజకవర్గం సిద్ధాంతంలో తన అభిమాని సత్యనారాయణతో ముఖ్యమంత్రి శ్రీ నాారా చంద్రబాబు నాయుడు గారు,https://www.youtube.com/watch?v=lMfye4oL6mQ,2026-06-08,failed,,No transcript available.,@drkrishnaonline3153,"Sir maa parents dhi kuda agriculture land pattadhar nundi assignment ki marcharru 1971 lo ne pattadhar ani unde.. documents lo kuda ekkada assignment ani ledhu 2023 varaku pattadhar ga unna land 2023 lo assignment ga marcharu.. aa tension tho maa father ki brain stroke vachindhi, mother health kuda baledhu.. okasari maa village ki randi at any time vall a paristhithi direct ga chudandi.. p.dhanaiah,chendhurthi,house just at highway,near kathipudi, kakinada sir",1
Chandrababu Naidu,ఆచంట నియోజకవర్గం సిద్ధాంతంలో తన అభిమాని సత్యనారాయణతో ముఖ్యమంత్రి శ్రీ నాారా చంద్రబాబు నాయుడు గారు,https://www.youtube.com/watch?v=lMfye4oL6mQ,2026-06-08,failed,,No transcript available.,@gangaveni7970,Jai tdp jai cbn sir,0
Chandrababu Naidu,ఆచంట నియోజకవర్గం సిద్ధాంతంలో తన అభిమాని సత్యనారాయణతో ముఖ్యమంత్రి శ్రీ నాారా చంద్రబాబు నాయుడు గారు,https://www.youtube.com/watch?v=lMfye4oL6mQ,2026-06-08,failed,,No transcript available.,@hemanthsai5486,96 years aaa wtf! He damm energetic healthy.,1
Chandrababu Naidu,ఆచంట నియోజకవర్గం సిద్ధాంతంలో తన అభిమాని సత్యనారాయణతో ముఖ్యమంత్రి శ్రీ నాారా చంద్రబాబు నాయుడు గారు,https://www.youtube.com/watch?v=lMfye4oL6mQ,2026-06-08,failed,,No transcript available.,@KumarSA12,CBN Sir ❤,0
Chandrababu Naidu,ఆచంట నియోజకవర్గం సిద్ధాంతంలో తన అభిమాని సత్యనారాయణతో ముఖ్యమంత్రి శ్రీ నాారా చంద్రబాబు నాయుడు గారు,https://www.youtube.com/watch?v=lMfye4oL6mQ,2026-06-08,failed,,No transcript available.,@gajjarapuprasad739,Naidu Brothers Great,1
Chandrababu Naidu,ఆచంట నియోజకవర్గం సిద్ధాంతంలో తన అభిమాని సత్యనారాయణతో ముఖ్యమంత్రి శ్రీ నాారా చంద్రబాబు నాయుడు గారు,https://www.youtube.com/watch?v=lMfye4oL6mQ,2026-06-08,failed,,No transcript available.,@kodalisrinivasarao8667,🙏🙏🙏🙏🌷🌷🌷🌷🌷🌷🌷🌷,1
Chandrababu Naidu,ఆచంట నియోజకవర్గం సిద్ధాంతంలో తన అభిమాని సత్యనారాయణతో ముఖ్యమంత్రి శ్రీ నాారా చంద్రబాబు నాయుడు గారు,https://www.youtube.com/watch?v=lMfye4oL6mQ,2026-06-08,failed,,No transcript available.,@ramunandha,విష్ణు దేవా,2
Chandrababu Naidu,ఆచంట నియోజకవర్గం సిద్ధాంతంలో తన అభిమాని సత్యనారాయణతో ముఖ్యమంత్రి శ్రీ నాారా చంద్రబాబు నాయుడు గారు,https://www.youtube.com/watch?v=lMfye4oL6mQ,2026-06-08,failed,,No transcript available.,@prasannalakshmi6813,🙏🙏🙏🙏🙏,0
Chandrababu Naidu,ఆచంట నియోజకవర్గం సిద్ధాంతంలో తన అభిమాని సత్యనారాయణతో ముఖ్యమంత్రి శ్రీ నాారా చంద్రబాబు నాయుడు గారు,https://www.youtube.com/watch?v=lMfye4oL6mQ,2026-06-08,failed,,No transcript available.,@manisankar4853,😊,1
Chandrababu Naidu,ఆచంట నియోజకవర్గం సిద్ధాంతంలో తన అభిమాని సత్యనారాయణతో ముఖ్యమంత్రి శ్రీ నాారా చంద్రబాబు నాయుడు గారు,https://www.youtube.com/watch?v=lMfye4oL6mQ,2026-06-08,failed,,No transcript available.,@VenkataramanaP-b3p,Jai tdp,2
Chandrababu Naidu,ఆచంట నియోజకవర్గం సిద్ధాంతంలో తన అభిమాని సత్యనారాయణతో ముఖ్యమంత్రి శ్రీ నాారా చంద్రబాబు నాయుడు గారు,https://www.youtube.com/watch?v=lMfye4oL6mQ,2026-06-08,failed,,No transcript available.,@trustsownself,💌💌💌💌💌,3
Chandrababu Naidu,ఆచంట నియోజకవర్గం సిద్ధాంతంలో తన అభిమాని సత్యనారాయణతో ముఖ్యమంత్రి శ్రీ నాారా చంద్రబాబు నాయుడు గారు,https://www.youtube.com/watch?v=lMfye4oL6mQ,2026-06-08,failed,,No transcript available.,@AnkaraoCh-uk5sh,Cbn super,0
Chandrababu Naidu,ఆచంట నియోజకవర్గం సిద్ధాంతంలో తన అభిమాని సత్యనారాయణతో ముఖ్యమంత్రి శ్రీ నాారా చంద్రబాబు నాయుడు గారు,https://www.youtube.com/watch?v=lMfye4oL6mQ,2026-06-08,failed,,No transcript available.,@learnithme6703,"Direct help Enduku chestunnaru, roads epinchandi, open kalavalu valla domalu vastunnay, tourism penchandi...",0
Chandrababu Naidu,ఆచంట నియోజకవర్గం సిద్ధాంతంలో తన అభిమాని సత్యనారాయణతో ముఖ్యమంత్రి శ్రీ నాారా చంద్రబాబు నాయుడు గారు,https://www.youtube.com/watch?v=lMfye4oL6mQ,2026-06-08,failed,,No transcript available.,@VThinks-w4y,😂😂🧡🔥🔥🔥,0
Chandrababu Naidu,ఆచంట నియోజకవర్గం సిద్ధాంతంలో తన అభిమాని సత్యనారాయణతో ముఖ్యమంత్రి శ్రీ నాారా చంద్రబాబు నాయుడు గారు,https://www.youtube.com/watch?v=lMfye4oL6mQ,2026-06-08,failed,,No transcript available.,@praveen121,Baga cheysaru director avaru,0
Chandrababu Naidu,ఆచంట నియోజకవర్గం సిద్ధాంతంలో తన అభిమాని సత్యనారాయణతో ముఖ్యమంత్రి శ్రీ నాారా చంద్రబాబు నాయుడు గారు,https://www.youtube.com/watch?v=lMfye4oL6mQ,2026-06-08,failed,,No transcript available.,@byMeghK,😇,1
Chandrababu Naidu,ఆచంట నియోజకవర్గం సిద్ధాంతంలో తన అభిమాని సత్యనారాయణతో ముఖ్యమంత్రి శ్రీ నాారా చంద్రబాబు నాయుడు గారు,https://www.youtube.com/watch?v=lMfye4oL6mQ,2026-06-08,failed,,No transcript available.,@jaswanth9721,Bro sadinchav brooooo,1
Chandrababu Naidu,ఆచంట నియోజకవర్గం సిద్ధాంతంలో తన అభిమాని సత్యనారాయణతో ముఖ్యమంత్రి శ్రీ నాారా చంద్రబాబు నాయుడు గారు,https://www.youtube.com/watch?v=lMfye4oL6mQ,2026-06-08,failed,,No transcript available.,@Arnold-x3h5g,Script a antha,0
Chandrababu Naidu,ఆచంట నియోజకవర్గం సిద్ధాంతంలో తన అభిమాని సత్యనారాయణతో ముఖ్యమంత్రి శ్రీ నాారా చంద్రబాబు నాయుడు గారు,https://www.youtube.com/watch?v=lMfye4oL6mQ,2026-06-08,failed,,No transcript available.,@iiuuybfgjnnkhfsryjg64,🙏🙏🙏 jai cbn jai jai cbn 🙏🙏🙏,1
